Category,City,Country,Customer ID,Customer Name,Year,Quarter,Month,Day,Order ID,Payment Mode,Product ID,Product Name,Sum of Profit,Sum of Quantity,Region,Returns,Sum of Row ID+O6G3A1:R6,Sum of Sales,Segment,Year,Quarter,Month,Day,Sum of Ship Days,Ship Mode,State,Sub-Category
Furniture,Bakersfield,United States,BG-11740,Bruce Geld,2020,Qtr 4,November,3,CA-2020-135419,Cards,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",36.4776,4,West,0,8305,502.368,Consumer,2020,Qtr 4,November,9,6,Standard Class,California,Tables
Furniture,Bakersfield,United States,GM-14500,Gene McClure,2019,Qtr 2,May,6,CA-2019-137393,COD,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",14.144,4,West,0,9676,41.6,Consumer,2019,Qtr 2,May,10,4,Standard Class,California,Furnishings
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,2020,Qtr 3,September,29,CA-2020-140186,Cards,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",15.525,1,West,1,5794,101.75,Consumer,2020,Qtr 4,October,2,3,First Class,California,Furnishings
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,2020,Qtr 3,September,29,CA-2020-140186,COD,FUR-CH-10002961,"Leather Task Chair, Black",0,1,West,1,5792,187.784,Consumer,2020,Qtr 4,October,2,3,First Class,California,Chairs
Furniture,Baltimore,United States,AJ-10780,Anthony Jacobs,2020,Qtr 2,May,14,US-2020-133361,Online,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",23.5764,2,East,0,6463,298.96,Corporate,2020,Qtr 2,May,17,3,First Class,Maryland,Chairs
Furniture,Baltimore,United States,HF-14995,Herbert Flentye,2019,Qtr 3,September,3,US-2019-147711,Cards,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",4.2804,2,East,0,6780,14.76,Consumer,2019,Qtr 3,September,8,5,Second Class,Maryland,Furnishings
Furniture,Baltimore,United States,HF-14995,Herbert Flentye,2019,Qtr 3,September,3,US-2019-147711,Online,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",31.0446,3,East,0,6779,344.94,Consumer,2019,Qtr 3,September,8,5,Second Class,Maryland,Bookcases
Furniture,Baltimore,United States,JM-15250,Janet Martin,2020,Qtr 2,April,21,CA-2020-128853,Cards,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",227.205,9,East,0,7184,938.82,Consumer,2020,Qtr 2,April,23,2,First Class,Maryland,Chairs
Furniture,Baltimore,United States,KN-16450,Kean Nguyen,2020,Qtr 4,November,8,CA-2020-155621,Online,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,112.422,10,East,0,8432,291.2,Corporate,2020,Qtr 4,November,13,5,Standard Class,Maryland,Furnishings
Furniture,Baltimore,United States,LA-16780,Laura Armstrong,2019,Qtr 4,November,24,CA-2019-123806,COD,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",85.1816,4,East,0,4272,207.76,Corporate,2019,Qtr 4,November,27,3,Second Class,Maryland,Furnishings
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,2020,Qtr 4,November,28,CA-2020-117702,COD,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,272.792,5,East,0,4247,1081.2,Home Office,2020,Qtr 4,December,4,6,Standard Class,Maryland,Furnishings
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,2020,Qtr 4,November,28,CA-2020-117702,COD,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",7.524,5,East,0,4248,116.9,Home Office,2020,Qtr 4,December,4,6,Standard Class,Maryland,Furnishings
Furniture,Baltimore,United States,MS-17830,Melanie Seite,2019,Qtr 4,October,4,CA-2019-131296,Online,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-23.9372,2,East,0,8157,239.372,Consumer,2019,Qtr 4,October,9,5,Standard Class,Maryland,Tables
Furniture,Bangor,United States,LA-16780,Laura Armstrong,2019,Qtr 3,September,17,CA-2019-164091,COD,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",33.9388,2,East,0,2257,109.48,Corporate,2019,Qtr 3,September,22,5,Standard Class,Maine,Furnishings
Furniture,Belleville,United States,JD-15790,John Dryer,2019,Qtr 1,February,16,CA-2019-134138,Online,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,36.4736,2,East,0,8161,227.96,Consumer,2019,Qtr 1,February,20,4,Standard Class,New Jersey,Chairs
Furniture,Belleville,United States,JD-15895,Jonathan Doherty,2019,Qtr 4,October,28,CA-2019-142545,Cards,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",38.024,4,East,0,302,77.6,Corporate,2019,Qtr 4,November,3,6,Standard Class,New Jersey,Furnishings
Furniture,Bellingham,United States,SF-20200,Sarah Foster,2020,Qtr 4,November,1,CA-2020-123967,Online,FUR-TA-10003954,Hon 94000 Series Round Tables,239.9058,9,West,0,2568,2694.62,Consumer,2020,Qtr 4,November,3,2,Second Class,Washington,Tables
Furniture,Bethlehem,United States,OT-18730,Olvera Toch,2019,Qtr 3,July,28,CA-2019-107783,Online,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-78.078,5,East,0,8632,177.45,Consumer,2019,Qtr 3,July,29,1,First Class,Pennsylvania,Bookcases
Furniture,Bloomington,United States,RD-19900,Ruben Dartt,2019,Qtr 3,September,24,CA-2019-154235,Online,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",21.7515,3,Central,0,5872,127.95,Consumer,2019,Qtr 3,September,28,4,Standard Class,Indiana,Furnishings
Furniture,Bowling Green,United States,KH-16330,Katharine Harms,2019,Qtr 3,July,18,CA-2019-157763,COD,FUR-CH-10000988,Hon Olson Stacker Stools,39.4268,1,South,0,1842,140.81,Corporate,2019,Qtr 3,July,23,5,Standard Class,Kentucky,Chairs
Furniture,Boynton Beach,United States,DO-13645,Doug O'Connell,2020,Qtr 3,September,4,US-2020-117450,COD,FUR-CH-10003817,"Global Value Steno Chair, Gray",6.074,2,South,0,7304,112.184,Consumer,2020,Qtr 3,September,8,4,Standard Class,Florida,Chairs
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,2019,Qtr 4,October,28,CA-2019-144344,Cards,FUR-FU-10000076,24-Hour Round Wall Clock,13.7862,3,South,0,1235,47.952,Consumer,2019,Qtr 4,October,28,0,Same Day,Florida,Furnishings
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,2019,Qtr 4,October,28,CA-2019-144344,Cards,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,0,2,South,0,1237,63.968,Consumer,2019,Qtr 4,October,28,0,Same Day,Florida,Furnishings
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,2019,Qtr 4,October,28,CA-2019-144344,COD,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",41.262,3,South,0,1238,165.048,Consumer,2019,Qtr 4,October,28,0,Same Day,Florida,Furnishings
Furniture,Broken Arrow,United States,BO-11350,Bill Overfelt,2019,Qtr 1,January,3,CA-2019-105207,COD,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",350.427,7,Central,0,9494,1592.85,Corporate,2019,Qtr 1,January,8,5,Standard Class,Oklahoma,Tables
Furniture,Broomfield,United States,JE-15715,Joe Elijah,2019,Qtr 3,July,8,CA-2019-112109,COD,FUR-CH-10004287,SAFCO Arco Folding Chair,74.574,3,West,0,1941,662.88,Consumer,2019,Qtr 3,July,12,4,Standard Class,Colorado,Chairs
Furniture,Broomfield,United States,SM-20950,Suzanne McNair,2019,Qtr 3,September,22,CA-2019-125724,COD,FUR-FU-10000246,Aluminum Document Frame,8.554,7,West,0,9554,68.432,Corporate,2019,Qtr 3,September,27,5,Standard Class,Colorado,Furnishings
Furniture,Brownsville,United States,JB-16000,Joy Bell-,2020,Qtr 4,November,17,CA-2020-124674,COD,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-14.4588,2,Central,0,3024,342.7328,Consumer,2020,Qtr 4,November,23,6,Standard Class,Texas,Bookcases
Furniture,Bryan,United States,MY-18295,Muhammed Yedwab,2019,Qtr 1,March,15,CA-2019-149272,Cards,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,-143.431,5,Central,0,9920,528.43,Corporate,2019,Qtr 1,March,19,4,Standard Class,Texas,Chairs
Furniture,Buffalo,United States,SP-20620,Stefania Perrino,2020,Qtr 4,November,13,CA-2020-112844,Online,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",30.99,3,East,0,7759,186.95,Corporate,2020,Qtr 4,November,16,3,Second Class,New York,Furnishings
Furniture,Burlington,United States,ON-18715,Odella Nelson,2019,Qtr 4,November,15,CA-2019-130820,Online,FUR-TA-10001768,Hon Racetrack Conference Tables,-199.5076,4,South,0,8411,630.024,Corporate,2019,Qtr 4,November,15,0,Same Day,North Carolina,Tables
Furniture,Burlington,United States,SC-20380,Shahid Collister,2020,Qtr 4,November,30,CA-2020-142090,Online,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,-653.2834,7,South,0,5067,1805.682,Consumer,2020,Qtr 4,December,7,7,Standard Class,North Carolina,Tables
Furniture,Cambridge,United States,PV-18985,Paul Van Hugh,2020,Qtr 1,March,11,US-2020-133081,Online,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",11.7568,1,East,0,8044,132.72,Home Office,2020,Qtr 1,March,15,4,Standard Class,Massachusetts,Furnishings
Furniture,Canton,United States,JM-15265,Janet Molinari,2020,Qtr 4,November,23,CA-2020-149160,Online,FUR-FU-10003347,Coloredge Poster Frame,11.076,2,Central,0,426,116.4,Corporate,2020,Qtr 4,November,26,3,Second Class,Michigan,Furnishings
Furniture,Carrollton,United States,AB-10150,Aimee Bixby,2020,Qtr 4,November,19,CA-2020-158876,Cards,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,-13.993,2,Central,0,1601,93.992,Consumer,2020,Qtr 4,November,21,2,Second Class,Texas,Furnishings
Furniture,Chandler,United States,JL-15175,James Lanier,2020,Qtr 4,December,24,CA-2020-128734,Online,FUR-CH-10001394,Global Leather Executive Chair,105.297,3,West,0,5149,814.376,Home Office,2020,Qtr 4,December,31,7,Standard Class,Arizona,Chairs
Furniture,Chandler,United States,JL-15175,James Lanier,2020,Qtr 4,December,24,CA-2020-128734,Online,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,1.9224,4,West,0,5148,427.544,Home Office,2020,Qtr 4,December,31,7,Standard Class,Arizona,Furnishings
Furniture,Charlotte,United States,Dp-13240,Dean percer,2020,Qtr 4,October,7,CA-2020-148404,COD,FUR-TA-10001039,KI Adjustable-Height Table,-36.1116,3,South,0,3390,200.764,Home Office,2020,Qtr 4,October,11,4,Standard Class,North Carolina,Tables
Furniture,Charlotte,United States,ER-13855,Elpida Rittenbach,2019,Qtr 4,November,4,CA-2019-162236,Cards,FUR-TA-10002533,BPI Conference Tables,-292.1,10,South,0,7784,876.3,Corporate,2019,Qtr 4,November,6,2,Second Class,North Carolina,Tables
Furniture,Charlotte,United States,JE-15715,Joe Elijah,2019,Qtr 3,September,2,CA-2019-106950,Cards,FUR-TA-10001768,Hon Racetrack Conference Tables,-149.6307,3,South,0,7081,472.518,Consumer,2019,Qtr 3,September,6,4,Standard Class,North Carolina,Tables
Furniture,Charlotte,United States,NF-18385,Natalie Fritzler,2020,Qtr 3,July,16,US-2020-152842,COD,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",15.147,3,South,0,9830,279.352,Consumer,2020,Qtr 3,July,23,7,Standard Class,North Carolina,Chairs
Furniture,Chattanooga,United States,KB-16240,Karen Bern,2019,Qtr 1,February,6,CA-2019-125017,COD,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-18.1808,4,South,0,5810,132.224,Corporate,2019,Qtr 1,February,11,5,Standard Class,Tennessee,Furnishings
Furniture,Chattanooga,United States,TT-21070,Ted Trevino,2020,Qtr 4,November,29,CA-2020-108035,Cards,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",19.035,5,South,0,7391,122.52,Consumer,2020,Qtr 4,December,3,4,Standard Class,Tennessee,Furnishings
Furniture,Chattanooga,United States,TT-21070,Ted Trevino,2020,Qtr 4,November,29,CA-2020-108035,COD,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",48.796,2,South,0,7390,410.368,Consumer,2020,Qtr 4,December,3,4,Standard Class,Tennessee,Chairs
Furniture,Chattanooga,United States,ZD-21925,Zuschuss Donatelli,2019,Qtr 2,May,5,US-2019-147991,COD,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",3.344,5,South,0,3041,16.72,Consumer,2019,Qtr 2,May,9,4,Standard Class,Tennessee,Furnishings
Furniture,Chesapeake,United States,AI-10855,Arianne Irving,2020,Qtr 4,December,17,CA-2020-116855,Online,FUR-CH-10003846,Hon Valutask Swivel Chairs,80.784,5,South,0,3029,699.9,Consumer,2020,Qtr 4,December,21,4,Standard Class,Virginia,Chairs
Furniture,Chesapeake,United States,MM-17920,Michael Moore,2019,Qtr 3,September,5,US-2019-121013,COD,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",314.0586,3,South,0,6877,1652.94,Consumer,2019,Qtr 3,September,10,5,Standard Class,Virginia,Tables
Furniture,Chester,United States,MH-18115,Mick Hernandez,2020,Qtr 1,March,10,CA-2020-144638,COD,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,0.5022,1,East,0,1256,81.696,Home Office,2020,Qtr 1,March,14,4,Standard Class,Pennsylvania,Furnishings
Furniture,Chester,United States,MH-18115,Mick Hernandez,2020,Qtr 1,March,10,CA-2020-144638,Online,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,11.5164,2,East,0,1257,150.872,Home Office,2020,Qtr 1,March,14,4,Standard Class,Pennsylvania,Furnishings
Furniture,Cheyenne,United States,MA-17995,Michelle Arnett,2019,Qtr 4,November,7,CA-2019-152247,Cards,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,100.196,4,West,0,5870,1603.136,Home Office,2019,Qtr 4,November,12,5,Standard Class,Wyoming,Chairs
Furniture,Chicago,United States,BB-11545,Brenda Bowman,2019,Qtr 4,November,11,CA-2019-124506,Cards,FUR-CH-10004540,Global Chrome Stack Chair,-2.0568,2,Central,0,2515,47.992,Corporate,2019,Qtr 4,November,17,6,Standard Class,Illinois,Chairs
